#,mac,name,ipaddress
477;00:24:c4:0b:2f:5f;None;10.200.3.174
478;bc:4c:c4:42:68:20;None;172.16.54.154
479;50:b7:c3:ec:25:53;None;172.16.55.42
480;9c:d9:17:8c:61:db;None;172.16.55.101
481;14:32:d1:bc:30:31;None;172.16.59.125
482;00:1f:d0:3c:de:66;None;192.168.36.234
483;00:1f:d0:3c:de:68;None;192.168.0.139
484;a8:9f:ba:ec:22:81;None;192.168.10.123
485;10:78:d2:48:4e:1c;None;192.168.30.199
486;1c:af:05:51:e1:71;None;172.16.58.242
487;f8:0f:41:ba:4d:97;None;192.168.90.31
488;18:e7:28:a8:39:e2;None;172.16.48.81
489;c0:7b:bc:a0:39:66;None;10.200.6.242
490;00:d0:b8:25:0e:8d;None;192.168.20.232
491;78:ca:39:b3:0e:97;None;172.16.52.147
492;0c:bd:51:a3:5b:5f;None;172.16.52.53
493;9c:a9:e4:eb:39:7c;None;192.168.9.13
494;a4:17:31:7e:30:83;None;172.16.56.34
495;18:26:66:cf:2f:b3;None;172.16.50.179
496;00:26:99:45:09:78;None;10.200.1.80
497;b8:8d:12:18:86:48;None;172.16.55.157
498;28:27:bf:10:2b:e9;None;172.16.54.58
499;00:10:75:4d:b2:85;None;192.168.9.184
500;64:89:9a:3e:db:e5;None;172.16.50.114
501;f8:0f:41:bf:53:cb;None;172.16.19.221
502;2c:b4:3a:bd:50:5c;None;172.16.57.180
503;74:ba:db:18:de:6f;None;172.16.62.170
504;08:ee:8b:ed:cc:62;None;172.16.54.158
505;20:55:31:c6:30:d1;None;172.16.62.169
506;84:2b:2b:8d:b4:0c;None;192.168.30.8
507;20:55:31:28:3e:c9;None;172.16.58.72
